katottg;latitude;longitude
UA14120030030051914;48.5622222;37.3705556
UA14120030040015027;48.5806278;37.6115694
UA14120030050042092;48.5780556;37.4477778
UA14120030060029621;48.6322222;37.5891667
UA14120030070017138;48.5902778;37.5736111
UA14120030080074186;48.5586111;37.4063889
UA14120030090090569;48.6108333;37.6250000
UA14120030100011060;48.5247222;37.5527778
UA14120030110051135;48.5197222;37.4191667
UA14120030120050926;48.5652778;37.6208333
UA14120030130083816;48.5269444;37.4100000
UA14120030140031288;48.5650000;37.4541667
UA14120030150093373;48.5622222;37.4802778
UA14120030160032537;48.4911111;37.3791667
UA14120030170088452;48.5613889;37.4244444
UA14120030180083545;48.5497222;37.4213889
UA14120030190092561;48.5380556;37.4130556
UA14120030200048128;48.6086111;37.4475000
UA14120050000033910;48.4950000;37.6619444
UA14120050010016211;48.4950000;37.6619444
UA14120050020028133;48.3458333;37.5094444
UA14120050030023365;48.8386111;37.5119444
UA14120050040048137;48.3361111;37.6663889
UA14120050050011104;48.3302778;37.5766667
UA14120050060013002;48.2988889;37.6552778
UA14120050070048291;48.4138889;37.7541667
UA14120050080073889;48.3650000;37.4802778
UA14120050090046167;48.3916667;37.5388889
UA14120050100023805;48.4127778;37.6733333
UA14120050110062909;48.3616667;37.5919444
UA14120050120049601;48.4533333;37.7780556
UA14120050130090059;48.4377778;37.4672222
UA14120050140046148;48.4186111;37.4575000
UA14120050150090714;48.3655556;37.7216667
UA14120050160090939;48.4522222;37.5036111
UA14120050170055691;48.3266667;37.6786111
UA14120050180099297;48.4644444;37.6058333
UA14120050190091065;48.3500000;37.5533333
UA14120050200072681;48.4180556;37.6061111
UA14120050210086497;48.4758333;37.6966667
UA14120050220077983;48.4880556;37.6066667
UA14120050230096532;48.3563889;37.6786111
UA14120050240042060;48.4272222;37.7644444
UA14120050250042760;48.4983333;37.5913889
UA14120070000090878;48.5333333;37.7166667
UA14120070010085843;48.5333333;37.7166667
UA14120070020010159;48.4819444;37.8688889
UA14120070030082219;48.6519444;37.6800000
UA14120070040058286;48.6111111;37.7166667
UA14120070050013894;48.4627778;37.8819444
UA14120070060099755;48.4794444;37.7588889
UA14120070070067603;48.5847222;37.6686111
UA14120070080084839;48.6147222;37.6738889
UA14120070090060070;48.6255556;37.7775000
UA14120070100089157;48.6527778;37.7897222
UA14120070110071854;48.5761111;37.7944444
UA14120070120036640;48.4513889;37.6880556
UA14120070130036679;48.6725000;37.8283333
UA14120070140014536;48.4805556;37.8244444
UA14120070150041645;48.5716667;37.7702778
UA14120070160037794;48.5958333;37.7019444
UA14120070170055992;48.5188889;37.8013889
UA14120070180014061;48.5383333;37.8283333
UA14120070190052727;48.6583333;37.7333333
UA14120070200052491;48.5952778;37.6808333
UA14120070210060579;48.5591667;37.7083333
UA14120070220045973;48.5458333;37.7305556
UA14120070230060427;48.5772222;37.7369444
UA14120070240042375;48.5633333;37.7822222
UA14120090000098500;48.7208333;37.5555556
UA14120090010038661;48.7391667;37.5838889
UA14120090020044386;48.7663889;37.6313889
UA14120090030046260;48.6436111;37.4544444
UA14120090040069534;48.6858333;37.5266667
UA14120090050074067;48.6605556;37.5041667
UA14120090060010318;48.7477778;37.4536111
UA14120090070078536;48.7408333;37.5130556
UA14120090080054106;48.7608333;37.4880556
UA14120090090054475;48.7436111;37.5266667
UA14120090100059300;48.7725000;37.5505556
UA14120090110083681;48.7547222;37.3802778
UA14120090120043800;48.7111111;37.3847222
UA14120090130024491;48.6688889;37.6511111
UA14120090140039007;48.6547222;37.6322222
UA14120090150074238;48.7583333;37.6986111
UA14120110000031497;48.9861000;37.8111000
UA14120110010088407;48.9861000;37.8111000
UA14120110020052155;49.0416667;37.7241667
UA14120110030088690;49.0194444;37.9208333
UA14120110040015024;49.0702778;37.6913889
UA14120110050031319;48.9322222;37.9425000
UA14120110060045900;49.0536111;37.6486111
UA14120110070056819;48.9094444;37.7858333
UA14120110080046850;49.2022222;37.6650000
UA14120110090033579;49.0669444;37.7291667
UA14120110100079390;48.9202778;37.8502778
UA14120110110018830;48.8963889;37.9658333
UA14120110120037136;49.1338889;37.7989722
UA14120110130011304;49.1108333;37.9458333
UA14120110140036357;48.8425000;37.9091667
UA14120110150048627;49.1750000;37.7261111
UA14120110160096313;49.1819444;37.8650000
UA14120110170026805;49.0866667;37.8866667
UA14120110180064452;49.1550000;37.6269444
UA14120110190071632;48.8719444;37.9041667
UA14120110200044520;49.1394444;37.5641667
UA14120110210058933;49.1550000;37.8066667
UA14120110220094682;49.2091667;37.5972222
UA14120110230022423;49.2030556;37.8688889
UA14120110240041780;49.1266667;37.9705556
UA14120110250049232;48.8986111;37.9155556
UA14120110260043681;49.1166944;37.5928889
UA14120110270030827;49.1866667;37.7969444
UA14120110280026786;49.1772222;37.5666667
UA14120110290018098;49.1236111;37.7058333
UA14120110300026361;48.9161111;37.7847222
UA14120110310044604;49.0958333;37.9641667
UA14120110320081898;49.0150000;37.9644444
UA14120110330059687;49.1007778;37.7221389
UA14120110340037768;48.9610800;37.7158100
UA14120110350022381;49.0666667;37.9505556
UA14120110360079412;49.1747222;37.5350000
UA14120110370026570;49.0688889;37.9269444
UA14120110380021755;49.1625000;37.8305556
UA14120110390053960;49.0716667;37.5480556
UA14120110400046576;49.0463889;37.8288889
UA14120130000086767;48.8500000;37.7833333
UA14120130010079249;48.8500000;37.7833333
UA14120130020047822;48.9347222;37.6905556
UA14120130030018028;48.9002778;37.7238889
UA14120130040079798;48.7077778;37.7458333
UA14120130050068379;48.8969444;37.6475000
UA14120130060077590;48.7391667;37.7830556
UA14120130070034569;48.7705556;37.7408333
UA14120130080064647;48.8055556;37.7691667
UA14120130090077872;48.7344444;37.7038889
UA14120130100011107;48.8825000;37.8377778
UA14120130110028097;48.8088889;37.8566667
UA14120130120048809;48.8627778;37.6686111
UA14120130130090072;48.8872222;37.7936111
UA14120130140056086;48.7194444;37.7858333
UA14120130150076709;48.7758333;37.7988889
UA14120150000071686;48.6126933;37.0294205
UA14120150010028915;48.6347222;36.9822222
UA14120150020026832;48.6158333;37.1252778
UA14120150030072034;48.6366667;36.9608333
UA14120150040047213;48.5852778;36.8841667
UA14120150050066903;48.6594444;37.1230556
UA14120150060075213;48.5636111;36.9980556
UA14120150070075318;48.6294444;37.0625000
UA14120150080046518;48.6005556;36.9619444
UA14120150090083828;48.5808333;37.0355556
UA14120150100017440;48.5963889;36.8652778
UA14120150110065772;48.6894444;36.9394444
UA14120150120061962;48.5366667;36.9169444
UA14120150130014234;48.5866667;36.9872222
UA14120150140082124;48.5741667;36.9433333
UA14120150150019189;48.6150000;37.0233333
UA14120150160040770;48.6466667;37.0908333
UA14120150170067927;48.6219444;36.8641667
UA14120150180051846;48.6686111;36.9211111
UA14120150190080644;48.6347222;37.1986111
UA14120150200029535;48.6355556;37.1061111
UA14120170000011133;48.7000000;36.9166667
UA14120170010051419;48.7000000;36.9166667
UA14120170020029539;48.6897222;37.0319444
UA14120170030029938;48.6313889;36.7611111
UA14120170040010830;48.7741667;36.9272222
UA14120170050041199;48.7697222;37.0708333
UA14120170060073935;48.6977778;37.1311111
UA14120170070093625;48.7155556;37.0802778
UA14120170080055828;48.7655556;36.9563889
UA14120170090058072;48.6863889;36.9800000
UA14120170100086791;48.7763889;36.8488889
UA14120170110063613;48.7947222;37.0433333
UA14120170120071540;48.7613889;36.7788889
UA14120170130096833;48.6944444;36.7550000
UA14120170140079904;48.6727778;36.7280556
UA14120170150058034;48.7327778;37.0222222
UA14120170160029246;48.7941667;36.7333333
UA14120170170082090;48.6852778;36.8152778
UA14120170180077003;48.7569444;37.3116667
UA14120170190032119;48.6155556;36.7813889
UA14120170200066694;48.6905556;36.7752778
UA14120170210028357;48.5947222;36.8380556
UA14120170220069051;48.7427778;37.2716667
UA14120170230039413;48.7377778;36.9697222
UA14120170240050946;48.8191667;37.1347222
UA14120170250073491;48.7550000;36.8555556
UA14120170260053727;48.6772222;37.0577778
UA14120170270046607;48.7380556;36.8352778
UA14120170280069830;48.6063889;36.8252778
UA14120170290014742;48.7663889;36.8497222
UA14120170300055711;48.6900000;36.8580556
UA14120170310015196;48.7847222;36.7663889
UA14120170320099537;48.6819444;37.0188889
UA14120170330088067;48.7408333;37.1205556
UA14120170340082748;48.6991667;36.8000000
UA14120170350037610;48.6777778;36.7813889
UA14120170360046352;48.6991667;36.8916667
UA14120170370039878;48.6916667;37.0086111
UA14120170380065542;48.7066667;36.8625000
UA14120170390012405;48.6936111;36.9758333
UA14120170400055866;48.6805556;37.2269444
UA14120170410016188;48.7419444;37.1930556
UA14120170420021363;48.7008333;37.2447222
UA14120190000021407;48.9696254;37.4867249
UA14120190010047280;49.0358333;37.5658333
UA14120190020010665;48.9433333;37.4508333
UA14120190030082195;49.0161111;37.5083333
UA14120190040064088;48.9011111;37.5533333
UA14120190050097749;48.9986111;37.4341667
UA14120190060094847;48.9900000;37.4227778
UA14120190070026318;48.9927778;37.3536111
UA14120190080098036;48.9469444;37.6163889
UA14120190090069921;48.9180556;37.4588889
UA14120190100088412;49.0238889;37.6433333
UA14120190110097358;48.9866667;37.6019444
UA14120190120054033;49.0350000;37.5944444
UA14120190130048896;48.9258333;37.5005556
UA14120210000056793;48.8500000;37.6000000
UA14120210010032554;48.8532500;37.6058889
UA14120210020038041;48.8211111;37.5325000
UA14120210030090722;48.8397222;37.4980556
UA14120210040015318;48.8675000;37.4922222
UA14120210050091837;48.8652778;37.5469444
UA14120230000038918;48.8416667;37.3861111
UA14120230010052599;48.8416667;37.3861111
UA14120230020024778;48.9197222;37.3500000
UA14120230030071094;48.8522222;37.2380556
UA14120230040097765;48.7736111;37.3300000
UA14120230050045961;48.8869444;37.3741667
UA14120230060093704;48.8186111;37.4669444
UA14120230070024104;48.8194444;37.4086111
UA14120230080043524;48.8344444;37.2955556
UA14120230090030323;48.8658333;37.2547222
UA14120230100081362;48.8250000;37.3333333
UA14120230110096285;48.9063889;37.3066667
UA14140000000070889;47.1683770;37.3695570
UA14140010000044623;47.3072222;37.6000000
UA14140010010097440;47.3072222;37.6000000
UA14140010020015618;47.2938889;37.6786111
UA14140010030035763;47.3238889;37.5577778
UA14140010040084702;47.2908333;37.6061111
UA14140010050097200;47.2950000;37.5277778
UA14140010060013370;47.4350000;37.2650000
UA14140010070024081;47.3486111;37.6100000
UA14140010080063275;47.3169444;37.6697222
UA14140010090029702;47.2647222;37.5166667
UA14140010100070523;47.3341667;37.4733333
UA14140010110074635;47.2416667;37.5538889
UA14140010120019023;47.3822222;37.3405556
UA14140010130098570;47.2583333;37.6372222
UA14140010140095377;47.3808333;37.2269444
UA14140010150026519;47.2294444;37.5500000
UA14140010160051418;47.2436111;37.5791667
UA14140030000092230;47.0258795;37.1951642
UA14140030010076696;47.0500000;37.3000000
UA14140030020058899;46.9666667;37.2666667
UA14140030030011459;46.9555556;37.3408333
UA14140030040043236;46.8936111;37.0844444
UA14140030050040224;46.9027778;37.3436111
UA14140030060086450;46.9761111;37.3958333
UA14140030070040581;46.9977778;37.3905556
UA14140030080044382;47.0519444;37.1822222
UA14140030090094090;47.1386111;36.9794444
UA14140030100070925;47.0880556;37.1688889
UA14140030110070654;46.9561111;37.3897222
UA14140030120022722;47.0116667;37.3711111
UA14140030130091362;47.0019444;37.4213889
UA14140030140023070;47.1058333;37.0422222
UA14140030150053401;47.1038889;37.1894444
UA14140030160031433;46.9156200;37.0996100
UA14140030170032293;46.9361111;37.1972222
UA14140050000020560;47.1305556;37.5638889
UA14140050010029262;47.1305556;37.5638889
UA14140050010350963;47.0750000;37.5055556
UA14140050020046281;47.1597222;37.4869444
UA14140050030095106;47.0955556;37.4411111
UA14140050040051109;47.1066667;37.4422222
UA14140050050016949;47.0502778;37.4658333
UA14140050060023435;47.1516667;37.3736111
UA14140050070010157;47.1230556;37.4491667
UA14140050080028899;47.0177778;37.4425000
UA14140050090051167;47.1152778;37.4202778
UA14140050100021217;47.0552778;37.4097222
UA14140050110075502;47.0038889;37.4500000
UA14140070000060361;47.2019444;37.3127778
UA14140070010098555;47.2019444;37.3127778
UA14140070020090118;47.1644444;37.1708333
UA14140070030034308;47.1841667;36.9688889
UA14140070040095367;47.2016667;37.0480556
UA14140070050083327;47.3550000;37.1391667
UA14140070060088056;47.2755556;37.3455556
UA14140070070076600;47.2733333;37.1819444
UA14140070080041281;47.1794444;36.8875000
UA14140070090042849;47.1702778;37.2288889
UA14140070100093562;47.3275000;37.1080556
UA14140070110090287;47.1950000;37.2158333
UA14140070120094937;47.3175000;37.1522222
UA14140070130018106;47.2222222;37.1738889
UA14140070140068060;47.2902778;37.2666667
UA14140070150082587;47.1958333;37.2444444
UA14140070160056264;47.2691667;37.3825000
UA14140070170062373;47.2880556;37.4075000
UA14140070180027508;47.2511111;37.1975000
UA14140070190092586;47.1900000;36.9352778
UA14140070200046499;47.2733333;37.2113889
UA14140070210033962;47.1463889;37.1008333
UA14140070220087857;47.2688889;36.9747222
UA14140070230045178;47.2369444;37.3880556
UA14140070240037167;47.2783333;37.0908333
UA14140070250055742;47.2083333;37.1177778
UA14140070260014220;47.2547222;37.4486111
UA14140070270098721;47.1661111;37.3033333
UA14140090000015932;47.2166669;37.6833331
UA14140090010010726;47.1707778;37.6953611
UA14140090020030953;47.1858333;37.7216667
UA14140090030070643;47.0902778;37.7858333
UA14140090040074073;47.1491667;37.7872222
UA14140090050042841;47.2050000;37.7527778
UA14140090060031382;47.1827778;37.8594444
UA14140090070047731;47.1269444;37.7547222
UA14140090080015197;47.2575000;37.7425000
UA14140090090082943;47.2605556;37.7827778
UA14140090100060947;47.2419444;37.7941667
UA14140090110068938;47.1755556;37.8188889
UA14140090120095123;47.0916667;37.7561111
UA14140090130087547;47.3583333;37.7219444
UA14140090140039006;47.3150000;37.8061111
UA14140090150072271;47.2241667;37.7455556
UA14140090160060919;47.0980556;37.8102778
UA14140090170071744;47.1477778;37.6655556
UA14140090180079474;47.1694444;37.7161111
UA14160000000061982;48.2045940;37.3844340
UA14160010000086090;48.1201195;37.7853835
UA14160010010073615;48.1333333;37.7500000
UA14160010020046442;48.0961111;37.7227778
UA14160030000019136;48.5634585;37.1023056
UA14160030010032487;48.5366667;37.0586111
UA14160030020069931;48.5755556;37.1194444
UA14160030030028698;48.5386111;37.1041667
UA14160030040052459;48.5858333;37.0747222
UA14160030050077350;48.5441667;37.1472222
UA14160030060092408;48.5405556;37.0813889
UA14160030070062021;48.5216667;37.0302778
UA14160050000083011;48.2929087;37.4245962
UA14160050010087340;48.2572222;37.3758333
UA14160050020062757;48.3277778;37.3319444
UA14160050030079159;48.2891667;37.2975000
UA14160050040050014;48.3158333;37.5358333
UA14160050050043533;48.2394444;37.4372222
UA14160050060041312;48.2350000;37.4894444
UA14160050070083809;48.3038889;37.5158333
UA14160050080046378;48.2291667;37.5200000
UA14160050090057341;48.3025000;37.4502778
UA14160050100072485;48.2294444;37.3619444
UA14160050110072898;48.2588889;37.4466667
UA14160050120049714;48.2416667;37.3388889
UA14160050130019341;48.2322222;37.3377778
UA14160050140048083;48.2736111;37.4597222
UA14160050150065652;48.3344444;37.4102778
UA14160050160024934;48.2519444;37.3275000
UA14160050170016325;48.3202778;37.3466667
UA14160050180079292;48.3372222;37.3788889
UA14160050190065859;48.2994444;37.3822222
UA14160050200073466;48.2986111;37.3683333
UA14160050210094383;48.2797222;37.3108333
UA14160050220079598;48.2816667;37.5555556
UA14160050230093375;48.2875000;37.4144444
UA14160050240078689;48.2444444;37.4936111
UA14160050250040571;48.2686111;37.3188889
UA14160050260014570;48.3669444;37.3105556
UA14160050270099071;48.2827778;37.4486111
UA14160050280071451;48.2213889;37.4108333
UA14160050290023542;48.2825000;37.4919444
UA14160050300099752;48.3813889;37.2872222
UA14160050310025403;48.3716667;37.4044444
UA14160050320097505;48.2738889;37.5147222
UA14160070000097326;48.4500000;37.0833333
UA14160070010040544;48.4702778;37.0822222
UA14160070020099508;48.4085833;37.1796389
UA14160070030039725;48.4094444;37.1041667
UA14160070040096934;48.4808333;37.0300000
UA14160070050095842;48.5336111;36.9575000
UA14160070060053287;48.4830556;36.9808333
UA14160070070052220;48.4858333;37.1183333
UA14160070080073659;48.5433333;37.0419444
UA14160070090035402;48.4913889;37.1872222
UA14160070100065572;48.5350000;36.9797222
UA14160070110063579;48.5413889;37.0200000
UA14160070120036235;48.5105556;37.1936111
UA14160070130030276;48.4213889;37.1288889
UA14160070140053011;48.4508333;37.1813889
UA14160070150019086;48.4000000;37.1172222
UA14160070160024156;48.3888889;37.1000000
UA14160090000058463;48.4422222;36.9150000
UA14160090010089161;48.4422222;36.9150000
UA14160090020056703;48.3572222;37.0416667
UA14160090030072512;48.3730556;36.9722222
UA14160090040054447;48.4238889;37.0508333
UA14160090050078392;48.5113889;36.9177778
UA14160090060089438;48.4644444;36.9347222
UA14160090070031771;48.4702778;36.8461111
UA14160090080022077;48.3683333;36.8497222
UA14160090090080104;48.4200000;37.0894444
UA14160090100076649;48.4097222;36.8613889
UA14160090110011260;48.4088889;37.0683333
UA14160090120032326;48.3691667;37.0069444
UA14160090130058341;48.4250000;37.0044444
UA14160090140093072;48.4163889;37.0263889
UA14160090150089039;48.4908333;36.8930556
UA14160090160041578;48.4266667;36.8563889
UA14160090170083866;48.3536111;37.0713889
UA14160090180018727;48.4305556;36.9788889
UA14160090190088670;48.3811111;36.8647222
UA14160090200065489;48.4725000;36.9691667
UA14160090210026013;48.3797222;36.9419444
UA14160090220097028;48.3905556;36.8844444
UA14160110000031920;47.9927376;37.2335555
UA14160110010020758;47.9851944;37.2759472
UA14160110020099716;48.0500000;37.3666667
UA14160110030099964;47.9916667;37.4019444
UA14160110040033449;48.0113889;37.3033333
UA14160110050089070;48.0277778;37.3752778
UA14160110060043103;48.0105556;37.2622222
UA14160110070095579;47.8983333;37.2591667
UA14160110080067439;48.0102778;37.3611111
UA14160110090060331;48.0616667;37.2572222
UA14160110100017053;47.9088889;37.2600000
UA14160110110026400;47.9291667;37.1613889
UA14160110120032432;47.9466667;37.2711111
UA14160110130045062;47.9900000;37.1855556
UA14160110140012697;47.9683333;37.0919444
UA14160110150066368;48.0822222;37.1816667
UA14160110160074716;48.0575000;37.3458333
UA14160110170044949;47.9255556;37.1830556
UA14160110180090932;48.0722222;37.2786111
UA14160110190089800;48.0886111;37.2252778
UA14160110200090457;48.0544444;37.2922222
UA14160110210026142;48.0488889;37.1905556
UA14160110220059105;48.0025000;37.3205556
UA14160110230060440;47.9491667;37.1202778
UA14160110240086395;47.8983333;37.2175000
UA14160110250052230;47.9197222;37.2247222
UA14160110260096084;47.9436111;37.1652778
UA14160110270017761;48.0002778;37.3433333
UA14160110280090708;48.0138889;37.2066667
UA14160130000011561;47.9462943;37.4067432
UA14160130010089415;47.9419444;37.5036111
UA14160130020025938;48.0115556;37.5040556
UA14160130030016274;47.8822222;37.3577778
UA14160130040070658;47.9622222;37.4455556
UA14160130050055246;47.8858333;37.2966667
UA14160130060059202;48.0572222;37.4194444
UA14160130070038805;48.0752778;37.4230556
UA14160130080084867;48.0366667;37.4033333
UA14160130090058676;47.8911111;37.3166667
UA14160130100032325;47.8752778;37.3422222
UA14160130110024680;47.8694444;37.4055556
UA14160130120067065;47.9736111;37.3883333
UA14160130130080935;47.8533333;37.4830556
UA14160130140047560;48.0150000;37.3933333
UA14160130150033001;47.8683333;37.4469444
UA14160130160088848;47.9147222;37.4611111
UA14160130170069646;47.9000000;37.2875000
UA14160130180020228;47.8333333;37.5658333
UA14160150000038750;48.3207682;37.2540764
UA14160150010065527;48.3022222;37.2613889
UA14160150020097771;48.3438889;37.2375000
UA14160150030092191;48.3002778;37.2194444
UA14160150040095779;48.3072222;37.2297222
UA14160150050026755;48.3763889;37.2227778
UA14160170000023385;48.1388287;37.4160004
UA14160170010061687;48.2000000;37.3394444
UA14160170020039609;48.1802778;37.4688889
UA14160170030017951;48.1005556;37.4458333
UA14160170040028969;48.0966667;37.4133333
UA14160170050042011;48.1763889;37.4352778
UA14160170060039203;48.1405556;37.4408333
UA14160170070034764;48.1102778;37.4900000
UA14160170080099199;48.0975000;37.3805556
UA14160170090030650;48.1811111;37.3505556
UA14160170100052886;48.1238889;37.3986111
UA14160170110064444;48.1866667;37.3863889
UA14160170120032203;48.1436111;37.3486111
UA14160170130089522;48.1822222;37.4377778
UA14160170140036694;48.2122222;37.3775000
UA14160170150041655;48.1666667;37.4566667
UA14160190000059231;48.1958451;37.6803589
UA14160190010012632;48.2468056;37.6032500
UA14160190020024377;48.2166667;37.8666667
UA14160190030043446;48.2080556;37.4444444
UA14160190040090584;48.2530556;37.6816667
UA14160190050028850;48.2666667;37.6444444
UA14160190060085594;48.1952778;37.6452778
UA14160190070075424;48.1766667;37.8630556
UA14160190080069313;48.1900000;37.7530556
UA14160190090026182;48.0961111;37.6661111
UA14160190100077522;48.2063889;37.7261111
UA14160190110088973;48.1850000;37.4938889
UA14160190120067335;48.1025000;37.5494444
UA14160190130054690;48.2488889;37.7819444
UA14160190140092509;48.2272222;37.6191667
UA14160190150098321;48.2480556;37.6977778
UA14160190160050171;48.2041667;37.5697222
UA14160190170079796;48.2727778;37.8441667
UA14160190180010485;48.2088889;37.7975000
UA14160190190099080;48.1955556;37.5319444
UA14160190200018600;48.2844444;37.7722222
UA14160190210082037;48.1625000;37.6372222
UA14160190220051707;48.2983333;37.7733333
UA14160190230078552;48.0966667;37.5941667
UA14160190240019927;48.1825000;37.6311111
UA14160190250060455;48.1611111;37.4933333
UA14160190260049024;48.2316667;37.5533333
UA14160190270067180;48.2247222;37.5975000
UA14160190280029350;48.1402778;37.6380556
UA14160190290051386;48.2597222;37.8577778
UA14160190300027538;48.1544444;37.5652778
UA14160190310055728;48.1358333;37.5461111
UA14160190320087653;48.2627778;37.9152778
UA14160190330075359;48.2288889;37.5319444
UA14160190340049652;48.1727778;37.7825000
UA14160190350070064;48.1483333;37.6816667
UA14160190360094414;48.0050000;37.6438889
UA14160190370055961;48.0611111;37.5761111
UA14160190380023078;48.0622222;37.6750000
UA14160190390068286;48.1291667;37.6652778
UA14160190400058352;48.1947222;37.6794444
UA14160210000011148;48.2500000;37.0166667
UA14160210010099403;48.2833333;37.1833333
UA14160210020079908;48.3530556;37.2100000
UA14160210030061715;48.2200000;37.1452778
UA14160210040055204;48.0916667;36.9650000
UA14160210050078942;48.2297222;37.0777778
UA14160210060077679;48.2619444;37.2097222
UA14160210070041371;48.0997222;36.9144444
UA14160210080040376;48.3266667;37.0775000
UA14160210090072214;48.2125000;37.2200000
UA14160210100060665;48.1858333;37.1488889
UA14160210110032721;48.1044444;36.9966667
UA14160210120041983;48.2486111;37.1244444
UA14160210130082001;48.2158333;37.1927778
UA14160210140059120;48.2183333;37.2650000
UA14160210150037691;48.2116667;37.1722222
UA14160210160058108;48.1069444;37.0441667
UA14160210170034186;48.2019444;37.0438889
UA14160210180085719;48.1355556;37.0458333
UA14160210190077247;48.1908333;36.9930556
UA14160210200040499;48.1388889;37.0877778
UA14160210210094331;48.2511111;37.2122222
UA14160210220065835;48.1972222;37.0877778
UA14160210230093332;48.2291667;37.2002778
UA14160210240098875;48.2300000;37.1111111
UA14160210250050720;48.1152778;36.9794444
UA14160210260053412;48.2716667;37.2075000
UA14160210270080106;48.2138889;37.0541667
UA14160210280046630;48.1038889;37.0188889
UA14160210290044318;48.2369444;37.2658333
UA14160210300053221;48.1044444;36.9408333
UA14160210310055427;48.2636111;37.1594444
UA14160210320071072;48.1172222;37.0969444
UA14160210330082149;48.2000000;37.0191667
UA14160210340041091;48.1066667;37.0658333
UA14160210350050880;48.2558333;37.0488889
UA14160210360087505;48.1413889;36.9325000
UA14160210370027110;48.1441667;37.0025000
UA14160210380013749;48.1950000;37.1183333
UA14160210390014296;48.2580556;37.1327778
UA14160210400096839;48.1344444;37.1388889
UA14160210410027454;48.2375000;37.2061111
UA14160230000060952;48.1021344;37.3098976
UA14160230010080205;48.1500000;37.3000000
UA14160230020031369;48.1000000;37.3666667
UA14160230030038112;48.1502778;37.2491667
UA14160230040034719;48.0844444;37.3094444
UA14160230050039511;48.1611111;37.2322222
UA14160230060050919;48.1355556;37.2055556
UA14160230070011197;48.1700000;37.2063889
UA14160230080096831;48.1625000;37.1769444
UA14160230090056993;48.1419444;37.1883333
UA14160250000075646;48.2589700;36.9277954
UA14160250010071750;48.2408333;36.9919444
UA14160250020065295;48.3436111;36.8288889
UA14160250030097865;48.2386111;36.9305556
UA14160250040030428;48.1758333;36.8955556
UA14160250050017027;48.1880556;36.9216667
UA14160250060067068;48.1997222;36.9647222
UA14160250070081774;48.3077778;36.9252778
UA14160270000099007;48.4647222;37.3491667
UA14160270010010515;48.4647222;37.3491667
UA14160270020041862;48.4011111;37.3086111
UA14160270030070180;48.5477778;37.2788889
UA14160270040026715;48.4727778;37.2258333
UA14160270050097327;48.4411111;37.3491667
UA14160270060085074;48.5472222;37.2930556
UA14160270070025956;48.5277778;37.2319444
UA14160270080094665;48.4397222;37.2277778
UA14160270090076586;48.3805556;37.3663889
UA14160270100036947;48.5063889;37.2744444
UA14160270110031060;48.5916667;37.1852778
UA14160270120064978;48.5658333;37.1705556
UA14160270130073043;48.4180556;37.2577778
UA14160270140025139;48.4513889;37.2402778
UA14160270150035061;48.4033333;37.3258333
UA14160270160095986;48.5786111;37.2180556
UA14160270170063766;48.4388889;37.3316667
UA14160270180024397;48.5663889;37.1966667
UA14160270190016215;48.3877778;37.2547222
UA14160270200062737;48.5022222;37.3711111
UA14160270210070972;48.4238889;37.2211111
UA14160270220055090;48.4238889;37.3116667
UA18000000000041385;50.6500000;28.5200000
UA18020000000072859;49.8685420;28.6936570
UA18020010000059904;50.0098181;29.0718502
UA18020010010097402;50.0166667;29.0166667
UA18020010020033119;50.0688889;28.8783333
UA18020010030086147;49.9000000;28.8908333
UA18020010040022893;49.9319444;29.1975000
UA18020010050023687;50.1172222;28.9161111
UA18020010060062943;49.9938889;29.0052778
UA18020010070057077;49.9611111;29.1077778
UA18020010080072314;49.9808333;29.1825000
UA18020010090022417;49.9097222;28.9941667
UA18020010100084607;50.1486111;28.9511111
UA18020010110090246;49.8988889;28.9700000
UA18020010120070263;50.0408333;29.1291667
UA18020010130023708;49.8861111;28.9447222
UA18020010140026190;49.9275000;29.1255556
UA18020010150095131;50.0225000;29.0597222
UA18020010160055117;50.0244444;29.2563889
UA18020010170024564;49.8644444;28.9247222
UA18020010180087118;49.9869444;29.1050000
UA18020010190016649;49.9844444;29.2513889
UA18020010200076695;49.9633333;28.9561111
UA18020010210014617;50.0986111;28.9311111
UA18020010220056062;49.9488889;29.0833333
UA18020010230059364;50.0458333;29.0775000
UA18020010240028352;49.9136111;29.2052778
UA18020010250086462;50.1008333;29.2016667
UA18020030000035625;49.9138831;28.5732288
UA18020030010047029;49.8919444;28.6000000
UA18020030020042194;49.9086111;28.5277778
UA18020030030046886;49.9425000;28.5427778
UA18020050000058053;49.8260170;29.1263360
UA18020050010092154;49.8636111;29.1491667
UA18020050020064724;49.8391667;29.2675000
UA18020050030089934;49.7925000;29.2069444
UA18020050040089212;49.8908333;29.0927778
UA18020050050097775;49.8033333;29.0377778
UA18020050060057090;49.7911111;29.1077778
UA18020050070014505;49.8483333;29.0250000
UA18020050080063786;49.7633333;29.1275000
UA18020050090022001;49.8419444;29.0625000
UA18020050100060365;49.8530556;29.2016667
UA18020050110087681;49.7966667;29.1650000
UA18020050120093107;49.8369444;28.9866667
UA18020050130085486;49.8072222;28.9952778
UA18020070000083539;49.9868266;28.6859085
UA18020070010056261;49.9355556;28.6016667
UA18020070020094619;49.9861111;28.6050000
UA18020070030079088;49.9922222;28.6500000
UA18020070040078959;50.0252778;28.5750000
UA18020070050098803;49.9508300;28.6363900
UA18020070060087484;49.9794444;28.7158333
