id;koatuu;name;type;oblast;raion;hromada
UA18040590370046612;1825687903;Федорівка;село;Житомирська;Житомирський;Черняхівська
UA18040610010066897;1825810100;Чуднів;місто;Житомирська;Житомирський;Чуднівська
UA18040610020071169;1825855200;Вакуленчук;селище міського типу;Житомирська;Житомирський;Чуднівська
UA18040610030096927;1825855300;Великі Коровинці;селище міського типу;Житомирська;Житомирський;Чуднівська
UA18040610040055915;1825880401;Бабушки;село;Житомирська;Житомирський;Чуднівська
UA18040610050054741;1821482702;Бартуха;село;Житомирська;Житомирський;Чуднівська
UA18040610060073447;1825880801;Будичани;село;Житомирська;Житомирський;Чуднівська
UA18040610070050115;1825888402;Городище;село;Житомирська;Житомирський;Чуднівська
UA18040610080033468;1821482703;Грем’яче;село;Житомирська;Житомирський;Чуднівська
UA18040610090014694;1825880402;Дацьки;село;Житомирська;Житомирський;Чуднівська
UA18040610100020290;1825882402;Дідківці;село;Житомирська;Житомирський;Чуднівська
UA18040610110076654;1825884003;Довбиші;село;Житомирська;Житомирський;Чуднівська
UA18040610120020597;1825887703;Дреники;село;Житомирська;Житомирський;Чуднівська
UA18040610130042195;1825882001;Дриглів;село;Житомирська;Житомирський;Чуднівська
UA18040610140080165;1825882401;Дубище;село;Житомирська;Житомирський;Чуднівська
UA18040610150052351;1825884004;Йосипівка;село;Житомирська;Житомирський;Чуднівська
UA18040610160037919;1821482701;Карвинівка;село;Житомирська;Житомирський;Чуднівська
UA18040610170038742;1825882002;Кихті;село;Житомирська;Житомирський;Чуднівська
UA18040610180038248;1825888202;Княжин;село;Житомирська;Житомирський;Чуднівська
UA18040610190043633;1825888403;Короченки;село;Житомирська;Житомирський;Чуднівська
UA18040610200080773;1825884002;Красноволиця;село;Житомирська;Житомирський;Чуднівська
UA18040610210017682;1825884001;Красногірка;село;Житомирська;Житомирський;Чуднівська
UA18040610220048327;1825884801;Красносілка;село;Житомирська;Житомирський;Чуднівська
UA18040610230058466;1825888404;Малі Коровинці;село;Житомирська;Житомирський;Чуднівська
UA18040610240048550;1825855301;Михайленки;село;Житомирська;Житомирський;Чуднівська
UA18040610250079762;1825880403;М’ясківка;село;Житомирська;Житомирський;Чуднівська
UA18040610260086292;1825886802;Пилипівка;село;Житомирська;Житомирський;Чуднівська
UA18040610270056246;1825886801;П’ятка;село;Житомирська;Житомирський;Чуднівська
UA18040610280015909;1825887201;Рачки;село;Житомирська;Житомирський;Чуднівська
UA18040610290038900;1825882003;Рижів;село;Житомирська;Житомирський;Чуднівська
UA18040610300026931;1821482704;Станіславівка;село;Житомирська;Житомирський;Чуднівська
UA18040610310075814;1825887701;Стовпів;село;Житомирська;Житомирський;Чуднівська
UA18040610320060453;1825888405;Судачівка;село;Житомирська;Житомирський;Чуднівська
UA18040610330073912;1825888201;Турчинівка;село;Житомирська;Житомирський;Чуднівська
UA18040610340028593;1825888401;Тютюнники;село;Житомирська;Житомирський;Чуднівська
UA18040610350016221;1825884802;Ясногірка;село;Житомирська;Житомирський;Чуднівська
UA18060010010098653;1824480401;Білокоровичі;село;Житомирська;Коростенський;Білокоровицька
UA18060010020034285;1824455200;Бучмани;селище міського типу;Житомирська;Коростенський;Білокоровицька
UA18060010030062880;1824456200;Нові Білокоровичі;селище міського типу;Житомирська;Коростенський;Білокоровицька
UA18060030010090311;1824281901;Гладковичі;село;Житомирська;Коростенський;Гладковицька
UA18060030020056514;1824255400;Першотравневе;селище міського типу;Житомирська;Коростенський;Гладковицька
UA18060030030070357;1824281902;Гладковицька Кам’янка;село;Житомирська;Коростенський;Гладковицька
UA18060030040059450;1824281903;Гусарівка;село;Житомирська;Коростенський;Гладковицька
UA18060030050028228;1824283703;Збраньківці;село;Житомирська;Коростенський;Гладковицька
UA18060030060090838;1824255401;Кам’янівка;село;Житомирська;Коростенський;Гладковицька
UA18060030070063525;1824283705;Личмани;село;Житомирська;Коростенський;Гладковицька
UA18060030080042305;1824281905;Радчиці;село;Житомирська;Коростенський;Гладковицька
UA18060030090021165;1824281906;Сташки;село;Житомирська;Коростенський;Гладковицька
UA18060030100027619;1824281907;Товкачі;село;Житомирська;Коростенський;Гладковицька
UA18060030110049080;1824283707;Магдин;селище;Житомирська;Коростенський;Гладковицька
UA18060050010088924;1822381201;Горщик;село;Житомирська;Коростенський;Горщиківська
UA18060050020037277;1822381202;Березівка;село;Житомирська;Коростенський;Горщиківська
UA18060050030050758;1822381002;Боровиця;село;Житомирська;Коростенський;Горщиківська
UA18060050040080804;1822381001;Вигів;село;Житомирська;Коростенський;Горщиківська
UA18060050050012914;1822381402;Видень;село;Житомирська;Коростенський;Горщиківська
UA18060050060096563;1822381401;Давидки;село;Житомирська;Коростенський;Горщиківська
UA18060050070058403;1822381403;Дружбівка;село;Житомирська;Коростенський;Горщиківська
UA18060050080039029;1822381203;Жупанівка;село;Житомирська;Коростенський;Горщиківська
UA18060050090023963;1822381003;Краснопіль;село;Житомирська;Коростенський;Горщиківська
UA18060050100010903;1822381204;Піски;село;Житомирська;Коростенський;Горщиківська
UA18060070010083059;1821155400;Іршанськ;селище міського типу;Житомирська;Коростенський;Іршанська
UA18060070020082952;1822383602;Винарівка;село;Житомирська;Коростенський;Іршанська
UA18060070030062810;1822383603;Граби;село;Житомирська;Коростенський;Іршанська
UA18060070040060542;1821155401;Губенкове;село;Житомирська;Коростенський;Іршанська
UA18060070050043239;1821155402;Гута-Добринь;село;Житомирська;Коростенський;Іршанська
UA18060070060090198;1822386802;Десятини;село;Житомирська;Коростенський;Іршанська
UA18060070070020806;1821155403;Добринь;село;Житомирська;Коростенський;Іршанська
UA18060070080050381;1821155404;Ємилівка;село;Житомирська;Коростенський;Іршанська
UA18060070090072787;1822382201;Ковалі;село;Житомирська;Коростенський;Іршанська
UA18060070100063336;1822382202;Красносілка;село;Житомирська;Коростенський;Іршанська
UA18060070110085902;1822383601;Мелені;село;Житомирська;Коростенський;Іршанська
UA18060070120011269;1822383604;Полянка;село;Житомирська;Коростенський;Іршанська
UA18060070130041364;1822386803;Старики;село;Житомирська;Коростенський;Іршанська
UA18060070140053634;1822386801;Шершні;село;Житомирська;Коростенський;Іршанська
UA18060090010074365;1810700000;Коростень;місто;Житомирська;Коростенський;Коростенська
UA18060090020012564;1822383402;Барди;село;Житомирська;Коростенський;Коростенська
UA18060090030012777;1822380401;Берестовець;село;Житомирська;Коростенський;Коростенська
UA18060090040092448;1822380601;Бехи;село;Житомирська;Коростенський;Коростенська
UA18060090050046043;1822385602;Болярка;село;Житомирська;Коростенський;Коростенська
UA18060090060052746;1822381602;Булахівка;село;Житомирська;Коростенський;Коростенська
UA18060090070057522;1822380901;Васьковичі;село;Житомирська;Коростенський;Коростенська
UA18060090080080584;1822383202;Великий Ліс;село;Житомирська;Коростенський;Коростенська
UA18060090090073136;1822380603;Вороневе;село;Житомирська;Коростенський;Коростенська
UA18060090100072906;1822386202;Горбачі;село;Житомирська;Коростенський;Коростенська
UA18060090110089372;1822385202;Грозине;село;Житомирська;Коростенський;Коростенська
UA18060090120053856;1822385603;Діброва;село;Житомирська;Коростенський;Коростенська
UA18060090130011600;1822381601;Дідковичі;село;Житомирська;Коростенський;Коростенська
UA18060090140095144;1822386602;Домолоч;село;Житомирська;Коростенський;Коростенська
UA18060090150035306;1822386402;Злобичі;село;Житомирська;Коростенський;Коростенська
UA18060090160054211;1822383002;Зубівщина;село;Житомирська;Коростенський;Коростенська
UA18060090170080342;1822386603;Іскорость;село;Житомирська;Коростенський;Коростенська
UA18060090180039200;1822381801;Каленське;село;Житомирська;Коростенський;Коростенська
UA18060090190042922;1822382402;Клочеве;село;Житомирська;Коростенський;Коростенська
UA18060090200096707;1822382401;Кожухівка;село;Житомирська;Коростенський;Коростенська
UA18060090210032229;1822381802;Корма;село;Житомирська;Коростенський;Коростенська
UA18060090220097591;1822385203;Купеч;село;Житомирська;Коростенський;Коростенська
UA18060090230085059;1822385604;Майданівка;село;Житомирська;Коростенський;Коростенська
UA18060090240083221;1822383001;Мала Зубівщина;село;Житомирська;Коростенський;Коростенська
UA18060090250095962;1822383201;Мединівка;село;Житомирська;Коростенський;Коростенська
UA18060090260030598;1822383401;Межирічка;село;Житомирська;Коростенський;Коростенська
UA18060090270088978;1822383801;Михайлівка;село;Житомирська;Коростенський;Коростенська
UA18060090280037245;1822385204;Немирівка;село;Житомирська;Коростенський;Коростенська
UA18060090290043929;1822386403;Нивки;село;Житомирська;Коростенський;Коростенська
UA18060090300053661;1822384001;Новаки;село;Житомирська;Коростенський;Коростенська
UA18060090310099087;1822384201;Обиходи;село;Житомирська;Коростенський;Коростенська
UA18060090320079822;1822384202;Обиходівка;село;Житомирська;Коростенський;Коростенська
UA18060090330035920;1822383802;Плещівка;село;Житомирська;Коростенський;Коростенська
UA18060090340060088;1822386604;Розтяжин;село;Житомирська;Коростенський;Коростенська
UA18060090350068616;1822385001;Сарновичі;село;Житомирська;Коростенський;Коростенська
UA18060090360026145;1822385201;Сингаї;село;Житомирська;Коростенський;Коростенська
UA18060090370093262;1822386605;Соболівка;село;Житомирська;Коростенський;Коростенська
UA18060090380044868;1822385601;Стремигород;село;Житомирська;Коростенський;Коростенська
UA18060090390071364;1822386203;Субине;село;Житомирська;Коростенський;Коростенська
UA18060090400083155;1822386201;Ходаки;село;Житомирська;Коростенський;Коростенська
UA18060090410038970;1822386401;Холосне;село;Житомирська;Коростенський;Коростенська
UA18060090420021941;1822386601;Хотинівка;село;Житомирська;Коростенський;Коростенська
UA18060090430023353;1822385205;Шатрище;село;Житомирська;Коростенський;Коростенська
UA18060090440037586;1822380604;Сокорики;селище;Житомирська;Коростенський;Коростенська
UA18060110010054857;1822855100;Лугини;селище міського типу;Житомирська;Коростенський;Лугинська
UA18060110020045140;1822855105;Миролюбів;селище міського типу;Житомирська;Коростенський;Лугинська
UA18060110030023261;1822855106;Березовий Груд;село;Житомирська;Коростенський;Лугинська
UA18060110040089218;1822887603;Бобричі;село;Житомирська;Коростенський;Лугинська
UA18060110050039439;1822880401;Бовсуни;село;Житомирська;Коростенський;Лугинська
UA18060110060066473;1822884402;Буда;село;Житомирська;Коростенський;Лугинська
UA18060110070047034;1822855107;Будо-Літки;село;Житомирська;Коростенський;Лугинська
UA18060110080077605;1822855108;Великий Дивлин;село;Житомирська;Коростенський;Лугинська
UA18060110090037283;1822883002;Великий Ліс;село;Житомирська;Коростенський;Лугинська
UA18060110100094969;1822855109;Вербівка;село;Житомирська;Коростенський;Лугинська
UA18060110110010460;1822887605;Волошине;село;Житомирська;Коростенський;Лугинська
UA18060110120027313;1822855101;Глухова;село;Житомирська;Коростенський;Лугинська
UA18060110130084328;1822880402;Діброва;село;Житомирська;Коростенський;Лугинська
UA18060110140050061;1822855110;Жеревці;село;Житомирська;Коростенський;Лугинська
UA18060110150035154;1822855111;Запілля;село;Житомирська;Коростенський;Лугинська
UA18060110160024907;1822855112;Зарічка;село;Житомирська;Коростенський;Лугинська
UA18060110170035649;1822855113;Іванівка;село;Житомирська;Коростенський;Лугинська
UA18060110180071393;1822855114;Калинівка;село;Житомирська;Коростенський;Лугинська
UA18060110190055596;1822855115;Кам’яна Гірка;село;Житомирська;Коростенський;Лугинська
UA18060110200076583;1822887607;Красносілка;село;Житомирська;Коростенський;Лугинська
UA18060110210068500;1822855116;Красностав;село;Житомирська;Коростенський;Лугинська
UA18060110220029120;1822855117;Кремне;село;Житомирська;Коростенський;Лугинська
UA18060110230020296;1822855102;Крупчатка;село;Житомирська;Коростенський;Лугинська
UA18060110240090402;1822855118;Леонівка;село;Житомирська;Коростенський;Лугинська
UA18060110250082019;1822883201;Липники;село;Житомирська;Коростенський;Лугинська
UA18060110260047186;1822883001;Літки;село;Житомирська;Коростенський;Лугинська
UA18060110270030334;1822855103;Лугинки;село;Житомирська;Коростенський;Лугинська
UA18060110280051923;1822883202;Малахівка;село;Житомирська;Коростенський;Лугинська
UA18060110290091139;1822855119;Малий Дивлин;село;Житомирська;Коростенський;Лугинська
UA18060110300096286;1822855120;Миколаївка;село;Житомирська;Коростенський;Лугинська
UA18060110310038833;1822885202;Нова Рудня;село;Житомирська;Коростенський;Лугинська
UA18060110320025627;1822885203;Нові Новаки;село;Житомирська;Коростенський;Лугинська
UA18060110330033912;1822885204;Новосілка;село;Житомирська;Коростенський;Лугинська
UA18060110340019438;1822883204;Осни;село;Житомирська;Коростенський;Лугинська
UA18060110350050216;1822855121;Остапи;село;Житомирська;Коростенський;Лугинська
UA18060110360088099;1822855122;Підостапи;село;Житомирська;Коростенський;Лугинська
UA18060110370026584;1822884401;Повч;село;Житомирська;Коростенський;Лугинська
UA18060110380036628;1822884801;Путиловичі;село;Житомирська;Коростенський;Лугинська
UA18060110390091770;1822855123;Радогоща;село;Житомирська;Коростенський;Лугинська
UA18060110400039354;1822855124;Рудня-Жеревці;село;Житомирська;Коростенський;Лугинська
UA18060110410087670;1822884403;Рудня-Повчанська;село;Житомирська;Коростенський;Лугинська
UA18060110420066475;1822880403;Солов’ї;село;Житомирська;Коростенський;Лугинська
UA18060110430054835;1822855104;Станційне;село;Житомирська;Коростенський;Лугинська
UA18060110440070346;1822885402;Старі Новаки;село;Житомирська;Коростенський;Лугинська
UA18060110450080546;1822885201;Старосілля;село;Житомирська;Коростенський;Лугинська
UA18060110460082556;1822885401;Степанівка;село;Житомирська;Коростенський;Лугинська
UA18060110470042152;1822855125;Теснівка;село;Житомирська;Коростенський;Лугинська
UA18060110480029225;1822855126;Топільня;село;Житомирська;Коростенський;Лугинська
UA18060110490012124;1822887601;Червона Волока;село;Житомирська;Коростенський;Лугинська
UA18060130010010134;1810900000;Малин;місто;Житомирська;Коростенський;Малинська
UA18060130020083173;1823455200;Гранітне;селище міського типу;Житомирська;Коростенський;Малинська
UA18060130030053260;1823486802;Баранівка;село;Житомирська;Коростенський;Малинська
UA18060130040061585;1823480803;Березине;село;Житомирська;Коростенський;Малинська
UA18060130050063642;1823484802;Білий Берег;село;Житомирська;Коростенський;Малинська
UA18060130060079541;1823481201;Будо-Вороб’ї;село;Житомирська;Коростенський;Малинська
UA18060130070072723;1823481403;Буки;село;Житомирська;Коростенський;Малинська
UA18060130080022388;1823481405;Бучки;село;Житомирська;Коростенський;Малинська
UA18060130090034376;1823482601;Вишів;село;Житомирська;Коростенський;Малинська
UA18060130100078727;1823485802;Вишнянка;село;Житомирська;Коростенський;Малинська
UA18060130110082445;1823482202;Візня;село;Житомирська;Коростенський;Малинська
UA18060130120042322;1823485503;Вороб’ївщина;село;Житомирська;Коростенський;Малинська
UA18060130130022806;1823482201;Ворсівка;село;Житомирська;Коростенський;Малинська
UA18060130140097049;1823480805;В’юнище;село;Житомирська;Коростенський;Малинська
UA18060130150059963;1823487402;Гамарня;село;Житомирська;Коростенський;Малинська
UA18060130160064871;1823480801;Горинь;село;Житомирська;Коростенський;Малинська
UA18060130170022115;1823483202;Гуска;село;Житомирська;Коростенський;Малинська
UA18060130180042963;1823480807;Гута-Логанівська;село;Житомирська;Коростенський;Малинська
UA18060130190065885;1823483201;Діброва;село;Житомирська;Коростенський;Малинська
UA18060130200075306;1823486202;Дружне;село;Житомирська;Коростенський;Малинська
UA18060130210031659;1823480809;Єлівка;село;Житомирська;Коростенський;Малинська
UA18060130220014363;1823483602;Жабоч;село;Житомирська;Коростенський;Малинська
UA18060130230013254;1823481407;Забране;село;Житомирська;Коростенський;Малинська
UA18060130240013405;1823485803;Зелений Гай;село;Житомирська;Коростенський;Малинська
UA18060130250087470;1823482203;Зибин;село;Житомирська;Коростенський;Малинська
UA18060130260085128;1823483601;Іванівка;село;Житомирська;Коростенський;Малинська
UA18060130270019003;1823481202;Клітня;село;Житомирська;Коростенський;Малинська
UA18060130280078984;1823482205;Королівка;село;Житомирська;Коростенський;Малинська
UA18060130290085197;1823482604;Косня;село;Житомирська;Коростенський;Малинська
UA18060130300036462;1823484601;Ксаверів;село;Житомирська;Коростенський;Малинська
UA18060130310077052;1823483203;Лісна Колона;село;Житомирська;Коростенський;Малинська
UA18060130320023328;1823481401;Луки;село;Житомирська;Коростенський;Малинська
UA18060130330094835;1823485202;Лумля;село;Житомирська;Коростенський;Малинська
UA18060130340037387;1823484801;Любовичі;село;Житомирська;Коростенський;Малинська
UA18060130350085718;1823485201;Малинівка;село;Житомирська;Коростенський;Малинська
UA18060130360011074;1823482602;Мар’ятин;село;Житомирська;Коростенський;Малинська
UA18060130370079281;1823485501;Морозівка;село;Житомирська;Коростенський;Малинська
UA18060130380028134;1823485801;Недашки;село;Житомирська;Коростенський;Малинська
UA18060130390066142;1823485504;Нова Гута;село;Житомирська;Коростенський;Малинська
UA18060130400051759;1823483204;Нова Діброва;село;Житомирська;Коростенський;Малинська
UA18060130410070939;1823485505;Нова Рутвянка;село;Житомирська;Коростенський;Малинська
UA18060130420047680;1823486203;Нове Життя;село;Житомирська;Коростенський;Малинська
UA18060130430027697;1823486201;Нові Вороб’ї;село;Житомирська;Коростенський;Малинська
UA18060130440091832;1823484803;Новоселиця;село;Житомирська;Коростенський;Малинська
UA18060130450084589;1823483603;Нянівка;село;Житомирська;Коростенський;Малинська
UA18060130460014104;1823480811;Ободівка;село;Житомирська;Коростенський;Малинська
UA18060130470079838;1823487605;Першотравневе;село;Житомирська;Коростенський;Малинська
UA18060130480033990;1823486801;Пиріжки;село;Житомирська;Коростенський;Малинська
UA18060130490096662;1823481205;Привітне;село;Житомирська;Коростенський;Малинська
UA18060130500073161;1823485506;П’ятидуб;село;Житомирська;Коростенський;Малинська
UA18060130510080401;1823485203;Різня;село;Житомирська;Коростенський;Малинська
UA18060130520020617;1823483604;Рубанка;село;Житомирська;Коростенський;Малинська
UA18060130530020757;1823486204;Рудня-Вороб’ївська;село;Житомирська;Коростенський;Малинська
UA18060130540085105;1823482206;Рудня-Городищенська;село;Житомирська;Коростенський;Малинська
UA18060130550029854;1823484602;Рудня-Калинівка;село;Житомирська;Коростенський;Малинська
UA18060130560038790;1823485507;Рутвянка;село;Житомирська;Коростенський;Малинська
UA18060130570016853;1823484603;Савлуки;село;Житомирська;Коростенський;Малинська
UA18060130580078691;1823485508;Свиридівка;село;Житомирська;Коростенський;Малинська
UA18060130590016190;1823481409;Сичівка;село;Житомирська;Коростенський;Малинська
UA18060130600047584;1823487401;Слобідка;село;Житомирська;Коростенський;Малинська
UA18060130610013986;1823480813;Соснівка;село;Житомирська;Коростенський;Малинська
UA18060130620037390;1823485509;Стара Гута;село;Житомирська;Коростенський;Малинська
UA18060130630012223;1823487601;Старі Вороб’ї;село;Житомирська;Коростенський;Малинська
UA18060130640046982;1823484804;Стасева;село;Житомирська;Коростенський;Малинська
UA18060130650024472;1823487603;Студень;село;Житомирська;Коростенський;Малинська
UA18060130660055628;1823488202;Тарасівка;село;Житомирська;Коростенський;Малинська
UA18060130670052137;1823488203;Тростяниця;село;Житомирська;Коростенський;Малинська
UA18060130680030369;1823482603;Трудолюбівка;село;Житомирська;Коростенський;Малинська
UA18060130690018236;1823487801;Українка;село;Житомирська;Коростенський;Малинська
UA18060130700037372;1823488201;Устинівка;село;Житомирська;Коростенський;Малинська
UA18060130710063668;1823488401;Федорівка;село;Житомирська;Коростенський;Малинська
UA18060130720076761;1823488204;Фортунатівка;село;Житомирська;Коростенський;Малинська
UA18060130730015484;1823487403;Щербатівка;село;Житомирська;Коростенський;Малинська
UA18060130740017854;1823485204;Юрівка;село;Житомирська;Коростенський;Малинська
UA18060130750020385;1823486205;Яблунівка;село;Житомирська;Коростенський;Малинська
UA18060130760010677;1823484805;Ялцівка;село;Житомирська;Коростенський;Малинська
UA18060130770036509;1823483205;Ярочище;село;Житомирська;Коростенський;Малинська
UA18060150010061189;1823755100;Народичі;селище міського типу;Житомирська;Коростенський;Народицька
UA18060150020012911;1823755165;Бабиничі;село;Житомирська;Коростенський;Народицька
UA18060150030010835;1823755111;Базар;село;Житомирська;Коростенський;Народицька
UA18060150040075004;1823755102;Батьківщина;село;Житомирська;Коростенський;Народицька
UA18060150050018815;1823755112;Болотниця;село;Житомирська;Коростенський;Народицька
UA18060150060034670;1823755113;Бродник;село;Житомирська;Коростенський;Народицька
UA18060150070087937;1823755114;Буда-Голубієвичі;село;Житомирська;Коростенський;Народицька
UA18060150080011187;1823755115;Булів;село;Житомирська;Коростенський;Народицька
UA18060150090063583;1823755116;Васьківці;село;Житомирська;Коростенський;Народицька
UA18060150100055969;1823755117;Великі Міньки;село;Житомирська;Коростенський;Народицька
UA18060150110052993;1823755118;Вила;село;Житомирська;Коростенський;Народицька
UA18060150120010184;1823755119;Вільхова;село;Житомирська;Коростенський;Народицька
UA18060150130047881;1823755120;В’язівка;село;Житомирська;Коростенський;Народицька
UA18060150140062579;1823755103;Ганнівка;село;Житомирська;Коростенський;Народицька
UA18060150150055186;1823755121;Голубієвичі;село;Житомирська;Коростенський;Народицька
UA18060150160044662;1823755122;Грезля;село;Житомирська;Коростенський;Народицька
UA18060150170090617;1823755104;Гута-Ксаверівська;село;Житомирська;Коростенський;Народицька
UA18060150180019351;1823755123;Гуто-Мар’ятин;село;Житомирська;Коростенський;Народицька
UA18060150190018791;1823755124;Давидки;село;Житомирська;Коростенський;Народицька
UA18060150200015427;1823755125;Жерев;село;Житомирська;Коростенський;Народицька
UA18060150210041413;1823755105;Журавлинка;село;Житомирська;Коростенський;Народицька
UA18060150220053713;1823755126;Заводне;село;Житомирська;Коростенський;Народицька
UA18060150230047457;1823755127;Закусили;село;Житомирська;Коростенський;Народицька
UA18060150240084634;1823755128;Залісся;село;Житомирська;Коростенський;Народицька
UA18060150250065345;1823755106;Калинівка;село;Житомирська;Коростенський;Народицька
UA18060150260028858;1823755129;Карпилівка;село;Житомирська;Коростенський;Народицька
UA18060150270051848;1823755130;Клочки;село;Житомирська;Коростенський;Народицька
UA18060150280084895;1823755131;Колосівка;село;Житомирська;Коростенський;Народицька
UA18060150290013561;1823755132;Ласки;село;Житомирська;Коростенський;Народицька
UA18060150300013932;1823755133;Латаші;село;Житомирська;Коростенський;Народицька
UA18060150310076364;1823755134;Липлянщина;село;Житомирська;Коростенський;Народицька
UA18060150320052119;1823755135;Листвинівка;село;Житомирська;Коростенський;Народицька
UA18060150330089217;1823755107;Лозниця;село;Житомирська;Коростенський;Народицька
UA18060150340085778;1823755108;Любарка;село;Житомирська;Коростенський;Народицька
UA18060150350010464;1823755136;Межиліска;село;Житомирська;Коростенський;Народицька
UA18060150360085229;1823755137;Мотійки;село;Житомирська;Коростенський;Народицька
UA18060150370097168;1823755138;Недашківка;село;Житомирська;Коростенський;Народицька
UA18060150380047248;1823755139;Нова Радча;село;Житомирська;Коростенський;Народицька
UA18060150390070318;1823755140;Новий Дорогинь;село;Житомирська;Коростенський;Народицька
UA18060150400067259;1823755141;Ноздрище;село;Житомирська;Коростенський;Народицька
UA18060150410099003;1823755142;Норинці;село;Житомирська;Коростенський;Народицька
UA18060150420021774;1823755143;Одруби;село;Житомирська;Коростенський;Народицька
UA18060150430070015;1823755144;Оржів;село;Житомирська;Коростенський;Народицька
UA18060150440056243;1823755145;Осика;село;Житомирська;Коростенський;Народицька
UA18060150450074184;1823755146;Радча;село;Житомирська;Коростенський;Народицька
UA18060150460046939;1823755147;Ровба;село;Житомирська;Коростенський;Народицька
UA18060150470094873;1823755109;Розсохівське;село;Житомирська;Коростенський;Народицька
UA18060150480011380;1823755148;Рубежівка;село;Житомирська;Коростенський;Народицька
UA18060150490013714;1823755149;Рудня-Базарська;село;Житомирська;Коростенський;Народицька
UA18060150500026149;1823755110;Рудня-Кам’янка;село;Житомирська;Коростенський;Народицька
UA18060150510021999;1823755150;Савченки;село;Житомирська;Коростенський;Народицька
UA18060150520042338;1823755151;Селець;село;Житомирська;Коростенський;Народицька
UA18060150530057681;1823755152;Сингаї;село;Житомирська;Коростенський;Народицька
UA18060150540064390;1823755153;Славенщина;село;Житомирська;Коростенський;Народицька
UA18060150550043601;1823755154;Славковиці;село;Житомирська;Коростенський;Народицька
UA18060150560075998;1823755155;Слобода-В’язівка;село;Житомирська;Коростенський;Народицька
UA18060150570049524;1823755156;Снитище;село;Житомирська;Коростенський;Народицька
UA18060150580022203;1823755157;Стара Радча;село;Житомирська;Коростенський;Народицька
UA18060150590031329;1823755158;Старий Дорогинь;село;Житомирська;Коростенський;Народицька
UA18060150600088084;1823755159;Старий Кужіль;село;Житомирська;Коростенський;Народицька
UA18060150610061919;1823755160;Сухарівка;село;Житомирська;Коростенський;Народицька
UA18060150620016889;1823755161;Тичків;село;Житомирська;Коростенський;Народицька
UA18060150630014961;1823755162;Христинівка;село;Житомирська;Коростенський;Народицька
UA18060150640088663;1823755163;Червоне;село;Житомирська;Коростенський;Народицька
UA18060150650090552;1823755164;Яжберень;село;Житомирська;Коростенський;Народицька
UA18060170010010060;1824210100;Овруч;місто;Житомирська;Коростенський;Овруцька
UA18060170020084258;1824210101;Базарівка;село;Житомирська;Коростенський;Овруцька
UA18060170030061987;1824210102;Барвінкове;село;Житомирська;Коростенський;Овруцька
UA18060170040034684;1824286702;Бережесть;село;Житомирська;Коростенський;Овруцька
UA18060170050091648;1824282703;Білокамінка;село;Житомирська;Коростенський;Овруцька
UA18060170060096888;1824286703;Бірківське;село;Житомирська;Коростенський;Овруцька
UA18060170070086504;1824210103;Богданівка;село;Житомирська;Коростенський;Овруцька
UA18060170080036607;1824210104;Бондарі;село;Житомирська;Коростенський;Овруцька
UA18060170090050868;1824210105;Бондарівка;село;Житомирська;Коростенський;Овруцька
UA18060170100017846;1824210106;Велика Фосня;село;Житомирська;Коростенський;Овруцька
UA18060170110097560;1824210107;Велика Хайча;село;Житомирська;Коростенський;Овруцька
UA18060170120088929;1824210108;Велика Чернігівка;село;Житомирська;Коростенський;Овруцька
UA18060170130050622;1824210109;Великий Кобилин;село;Житомирська;Коростенський;Овруцька
UA18060170140086186;1824210110;Великі Мошки;село;Житомирська;Коростенський;Овруцька
UA18060170150098666;1824210111;Верхня Рудня;село;Житомирська;Коростенський;Овруцька
UA18060170160062056;1824210112;Веселівка;село;Житомирська;Коростенський;Овруцька
UA18060170170065258;1824286709;Виступовичі;село;Житомирська;Коростенський;Овруцька
UA18060170180073938;1824210113;Гаєвичі;село;Житомирська;Коростенський;Овруцька
UA18060170190063998;1824210114;Гошів;село;Житомирська;Коростенський;Овруцька
UA18060170200033193;1824210115;Гуничі;село;Житомирська;Коростенський;Овруцька
UA18060170210032172;1824210116;Дівошин;село;Житомирська;Коростенський;Овруцька
UA18060170220083453;1824210117;Довгиничі;село;Житомирська;Коростенський;Овруцька
UA18060170230093093;1824210118;Дубовий Гай;село;Житомирська;Коростенський;Овруцька
UA18060170240034093;1824286704;Думинське;село;Житомирська;Коростенський;Овруцька
UA18060170250068933;1824210119;Заболоть;село;Житомирська;Коростенський;Овруцька
UA18060170260097948;1824210120;Заріччя;село;Житомирська;Коростенський;Овруцька
UA18060170270084114;1824210121;Заськи;село;Житомирська;Коростенський;Овруцька
UA18060170280088140;1824210122;Збраньки;село;Житомирська;Коростенський;Овруцька
UA18060170290036258;1824282701;Ігнатпіль;село;Житомирська;Коростенський;Овруцька
UA18060170300099237;1824210123;Камінь;село;Житомирська;Коростенський;Овруцька
UA18060170310076790;1824210124;Кирдани;село;Житомирська;Коростенський;Овруцька
UA18060170320017193;1824210125;Клинець;село;Житомирська;Коростенський;Овруцька
UA18060170330074770;1824210126;Колосівка;село;Житомирська;Коростенський;Овруцька
UA18060170340053470;1824210127;Коптівщина;село;Житомирська;Коростенський;Овруцька
UA18060170350044669;1824210128;Кораки;село;Житомирська;Коростенський;Овруцька
UA18060170360075649;1824210129;Коренівка;село;Житомирська;Коростенський;Овруцька
